ID,FechaConsulta,Fuente,Ref,Municipio,Barrio,Precio,Habitaciones,Banos,Area,TipoArrendador,Arrendador,Contacto,URL,Latitud,Longitud,LatitudBaseSector,LongitudBaseSector,PrecisionUbicacion,DistClinicaKm,EstacionMetro,LineaMetro,DistMetroKm,DentroPresupuesto,CumplePerfil,Score,Prioridad,Recomendacion,GoogleMaps,Notas
102,2026-07-09,Rentola,apartamento-en-arriendo-p1e85ea,Medellin,Medellín,1650000,3,,53,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-p1e85ea,6.2790741,-75.5887669,6.2790741,-75.5887669,Coordenada exacta del aviso,2.58,Caribe,A,1.96,Si,Si,70.4,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2790741,-75.5887669","[URL EXACTA] Medellín; 3 hab, None baños, 53 m² [Rentola] Comuna 7 - Robledo, Medellín, Valle de Aburrá, Colombia"
103,2026-07-09,Rentola,casa-en-arriendo-medellin-p342d16,Medellin,Medellín,1200000,3,,120,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-medellin-p342d16,6.2499391,-75.5779405,6.2499391,-75.5779405,Coordenada exacta del aviso,1.12,Estadio,B,0.75,Si,Si,86.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.2499391,-75.5779405","[URL EXACTA] Medellín; 3 hab, None baños, 120 m² [Rentola] Calle 46, Comuna 10 - La Candelaria, 050015 Medellín, ANT, Colombia"
104,2026-07-09,Rentola,apartamento-en-arriendo-en-medellin-en-campo-valdes-1-391415-1-150-000-p3503da,Medellin,Medellín,1150000,3,,55,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-en-medellin-en-campo-valdes-1-391415-1-150-000-p3503da,6.27295,-75.55406,6.27295,-75.55406,Coordenada exacta del aviso,4.0,Caribe,A,1.99,Si,Si,67.8,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.27295,-75.55406","[URL EXACTA] Medellín; 3 hab, None baños, 55 m² [Rentola] Campo Valdés, Antioquia, Colombia"
105,2026-07-09,Rentola,house-for-rent-in-milagrosa-p2ca9f5,Medellin,Medellín,1450000,1,,40,Por validar,Por validar,Ver portal,https://rentola.com/listings/house-for-rent-in-milagrosa-p2ca9f5,6.2355434,-75.5566439,6.2355434,-75.5566439,Coordenada exacta del aviso,3.96,Industriales,A,2.16,Si,No,65.4,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2355434,-75.5566439","[URL EXACTA] Medellín; 1 hab, None baños, 40 m² [Rentola] Carrera 31, Comuna 9 - Buenos Aires, 050001 Medellín, ANT, Colombia"
106,2026-07-09,Rentola,apartamento-en-arriendo-p06f6b0,Medellin,Medellín,1150000,3,,55,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-p06f6b0,6.2731196,-75.5560568,6.2731196,-75.5560568,Coordenada exacta del aviso,3.82,Caribe,A,1.78,Si,Si,70.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2731196,-75.5560568","[URL EXACTA] Medellín; 3 hab, None baños, 55 m² [Rentola] Comuna 4 - Aranjuez, 050006 Medellín, ANT, Colombia"
107,2026-07-09,Rentola,casa-en-arriendo-robledo-p986bf6,Medellin,Medellín,1550000,3,,70,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-robledo-p986bf6,6.2774663,-75.5984706,6.2774663,-75.5984706,Coordenada exacta del aviso,2.76,Floresta,B,2.12,Si,Si,68.9,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2774663,-75.5984706","[URL EXACTA] Medellín; 3 hab, None baños, 70 m² [Rentola] Calle 65, Comuna 7 - Robledo, 050036 Medellín, ANT, Colombia"
108,2026-07-09,Rentola,apartment-for-rent-in-manrique-p3e3cc4,Medellin,Medellín,1350000,3,,70,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartment-for-rent-in-manrique-p3e3cc4,6.2617128,-75.5566175,6.2617128,-75.5566175,Coordenada exacta del aviso,3.31,Caribe,A,2.49,Si,Si,65.1,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2617128,-75.5566175","[URL EXACTA] Medellín; 3 hab, None baños, 70 m² [Rentola] Calle 66, Comuna 4 - Aranjuez, 050012 Medellín, ANT, Colombia"
109,2026-07-09,Rentola,casa-en-arriendo-manrique-central-no-1-p546166,Medellin,Medellín,1400000,3,,83,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-manrique-central-no-1-p546166,6.2646772,-75.5552635,6.2646772,-75.5552635,Coordenada exacta del aviso,3.53,Caribe,A,2.36,Si,Si,65.3,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2646772,-75.5552635","[URL EXACTA] Medellín; 3 hab, None baños, 83 m² [Rentola] The Heaven Club, Metroplús Piso 5, Comuna 3 - Manrique, 050010 Medellín, ANT, Colombia"
110,2026-07-09,Rentola,apartamento-en-arriendo-prado-p44757e,Medellin,Medellín,700000,1,,30,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-prado-p44757e,6.2617256,-75.5566312,6.2617256,-75.5566312,Coordenada exacta del aviso,3.31,Caribe,A,2.49,Si,No,67.5,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2617256,-75.5566312","[URL EXACTA] Medellín; 1 hab, None baños, 30 m² [Rentola] Calle 66, Comuna 4 - Aranjuez, 050012 Medellín, ANT, Colombia"
111,2026-07-09,Rentola,apartment-for-rent-in-campo-valdes-nororiente-medellin-pc6c4e6,Medellin,Medellín,1800000,2,,50,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartment-for-rent-in-campo-valdes-nororiente-medellin-pc6c4e6,6.2697807,-75.5576931,6.2697807,-75.5576931,Coordenada exacta del aviso,3.48,Caribe,A,1.79,Si,Si,68.5,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2697807,-75.5576931","[URL EXACTA] Medellín; 2 hab, None baños, 50 m² [Rentola] Calle 76, Comuna 4 - Aranjuez, 050006 Medellín, ANT, Colombia"
112,2026-07-09,Rentola,casa-en-arriendo-san-javier-1-pc7a9f3,Medellin,Medellín,2600000,3,,120,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-san-javier-1-pc7a9f3,6.2561236,-75.6149505,6.2561236,-75.6149505,Coordenada exacta del aviso,3.2,Floresta,B,1.67,Si,Si,67.3,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2561236,-75.6149505","[URL EXACTA] Medellín; 3 hab, None baños, 120 m² [Rentola] Carrera 97 43 - 41, Comuna 13 - San Javier, 050033 Medellín, ANT, Colombia"
113,2026-07-09,Rentola,house-for-rent-in-cabanas-norte-bello-p5682bd,Medellin,Medellín,1900000,3,,80,Por validar,Por validar,Ver portal,https://rentola.com/listings/house-for-rent-in-cabanas-norte-bello-p5682bd,6.2267823,-75.5812008,6.2267823,-75.5812008,Coordenada exacta del aviso,3.29,Industriales,A,0.73,Si,Si,77.1,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2267823,-75.5812008","[URL EXACTA] Medellín; 3 hab, None baños, 80 m² [Rentola] Calle 25, Comuna 15 - Guayabal, 050030 Medellín, ANT, Colombia"
114,2026-07-09,Rentola,apartamento-en-arriendo-en-el-salvador-medellin-p180c49,Medellin,Medellín,1680000,3,,60,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-en-el-salvador-medellin-p180c49,6.2393649,-75.5628035,6.2393649,-75.5628035,Coordenada exacta del aviso,3.16,Industriales,A,1.77,Si,Si,70.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2393649,-75.5628035","[URL EXACTA] Medellín; 3 hab, None baños, 60 m² [Rentola] Calle 40A, Comuna 9 - Buenos Aires, 050016 Medellín, ANT, Colombia"
115,2026-07-09,Rentola,casa-en-arriendo-robledo-p36e7f8,Medellin,Medellín,2400000,3,,129,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-robledo-p36e7f8,6.2758742,-75.5973883,6.2758742,-75.5973883,Coordenada exacta del aviso,2.54,Floresta,B,1.95,Si,Si,67.8,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2758742,-75.5973883","[URL EXACTA] Medellín; 3 hab, None baños, 129 m² [Rentola] Carrera 87, Comuna 7 - Robledo, 050036 Medellín, ANT, Colombia"
116,2026-07-09,Rentola,casa-en-arriendo-calle-39-veinte-de-julio-comuna-13-san-javier-perimetro-urbano-medellin-medellin-valle-de-aburra-antioq-pefbab0,Medellin,Medellín,1800000,3,,110,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-calle-39-veinte-de-julio-comuna-13-san-javier-perimetro-urbano-medellin-medellin-valle-de-aburra-antioq-pefbab0,6.2516239,-75.6205969,6.2516239,-75.6205969,Coordenada exacta del aviso,3.85,Floresta,B,2.4,Si,Si,62.5,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2516239,-75.6205969","[URL EXACTA] Medellín; 3 hab, None baños, 110 m² [Rentola] Calle 39, Comuna 13 - San Javier, 050033 Medellín, ANT, Colombia"
117,2026-07-09,Rentola,apartamento-en-arriendo-robledo-medellin-p1c30a4,Medellin,Medellín,1400000,3,,51,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-robledo-medellin-p1c30a4,6.2876857,-75.5922279,6.2876857,-75.5922279,Coordenada exacta del aviso,3.59,Caribe,A,2.54,Si,Si,63.6,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2876857,-75.5922279","[URL EXACTA] Medellín; 3 hab, None baños, 51 m² [Rentola] Carrera 91A, Comuna 7 - Robledo, 050041 Medellín, ANT, Colombia"
118,2026-07-09,Rentola,apartaestudio-en-arriendo-el-socorro-p163805,Medellin,Medellín,850000,1,,38,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-el-socorro-p163805,6.262006,-75.6202141,6.262006,-75.6202141,Coordenada exacta del aviso,3.84,Floresta,B,2.27,Si,No,67.1,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.262006,-75.6202141","[URL EXACTA] Medellín; 1 hab, None baños, 38 m² [Rentola] Carrera 103B, Comuna 13 - San Javier, 050033 Medellín, ANT, Colombia"
119,2026-07-09,Rentola,apartment-for-rent-in-san-antonio-de-prado-pfcdf85,Medellin,Medellín,800000,2,,35,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartment-for-rent-in-san-antonio-de-prado-pfcdf85,6.24964,-75.5906532,6.24964,-75.5906532,Coordenada exacta del aviso,0.87,Suramericana,B,0.47,Si,Si,90.6,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.24964,-75.5906532","[URL EXACTA] Medellín; 2 hab, None baños, 35 m² [Rentola] Calle 44 C, Comuna 11 - Laureles-Estadio, 050031 Medellín, ANT, Colombia"
120,2026-07-09,Rentola,apartaestudio-en-arriendo-los-colores-pd4d044,Medellin,Medellín,890000,1,,12,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-los-colores-pd4d044,6.264909,-75.5931499,6.264909,-75.5931499,Coordenada exacta del aviso,1.27,Floresta,B,1.04,Si,No,84.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.264909,-75.5931499","[URL EXACTA] Medellín; 1 hab, None baños, 12 m² [Rentola] Carrera 78, Comuna 11 - Laureles-Estadio, 050034 Medellín, ANT, Colombia"
121,2026-07-09,Rentola,apartaestudio-en-arriendo-robledo-p89bf37,Medellin,Medellín,900000,1,,45,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-robledo-p89bf37,6.2810613,-75.5996572,6.2810613,-75.5996572,Coordenada exacta del aviso,3.17,Floresta,B,2.51,Si,No,67.0,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2810613,-75.5996572","[URL EXACTA] Medellín; 1 hab, None baños, 45 m² [Rentola] Calle 65C, Comuna 7 - Robledo, 050036 Medellín, ANT, Colombia"
122,2026-07-09,Rentola,casa-en-arriendo-florida-nueva-p1f5815,Medellin,Medellín,2600000,3,,120,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-florida-nueva-p1f5815,6.2504333,-75.589035,6.2504333,-75.589035,Coordenada exacta del aviso,0.7,Suramericana,B,0.31,Si,Si,85.6,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.2504333,-75.589035","[URL EXACTA] Medellín; 3 hab, None baños, 120 m² [Rentola] Calle 44B, Comuna 11 - Laureles-Estadio, 050031 Medellín, ANT, Colombia"
123,2026-07-09,Rentola,antioquia-medellin-loma-de-los-bernal-p05cf9b,Medellin,Medellín,2300000,2,,55,Por validar,Por validar,Ver portal,https://rentola.com/listings/antioquia-medellin-loma-de-los-bernal-p05cf9b,6.214506,-75.6057578,6.214506,-75.6057578,Coordenada exacta del aviso,5.1,Poblado,A,3.08,Si,Si,51.4,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.214506,-75.6057578","[URL EXACTA] Medellín; 2 hab, None baños, 55 m² [Rentola] Carrera 81A, Comuna 16 - Belén, 050026 Medellín, ANT, Colombia"
124,2026-07-09,Rentola,estudio-en-arriendo-en-robledo-pa5a53b,Medellin,Medellín,1000000,1,,15,Por validar,Por validar,Ver portal,https://rentola.com/listings/estudio-en-arriendo-en-robledo-pa5a53b,6.2753561,-75.5810042,6.2753561,-75.5810042,Coordenada exacta del aviso,2.22,Caribe,A,1.18,Si,No,80.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.2753561,-75.5810042","[URL EXACTA] Medellín; 1 hab, None baños, 15 m² [Rentola] Calle 77E, Comuna 7 - Robledo, 050040 Medellín, ANT, Colombia"
125,2026-07-09,Rentola,apartment-for-rent-in-robledo-p33a19f,Medellin,Medellín,1750000,3,,54,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartment-for-rent-in-robledo-p33a19f,6.24964,-75.5906532,6.24964,-75.5906532,Coordenada exacta del aviso,0.87,Suramericana,B,0.47,Si,Si,87.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.24964,-75.5906532","[URL EXACTA] Medellín; 3 hab, None baños, 54 m² [Rentola] Calle 44 C, Comuna 11 - Laureles-Estadio, 050031 Medellín, ANT, Colombia"
126,2026-07-09,Rentola,studio-for-rent-in-villa-hermosa-pd51f9a,Medellin,Medellín,1300000,1,,40,Por validar,Por validar,Ver portal,https://rentola.com/listings/studio-for-rent-in-villa-hermosa-pd51f9a,6.2550368,-75.5592469,6.2550368,-75.5592469,Coordenada exacta del aviso,2.96,Estadio,B,2.75,Si,No,64.2,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2550368,-75.5592469","[URL EXACTA] Medellín; 1 hab, None baños, 40 m² [Rentola] Carrera 45, Comuna 8 - Villa Hermosa, 050012 Medellín, ANT, Colombia"
127,2026-07-09,Rentola,apartamento-en-serramonte-bello-pa54bf0,Medellin,Medellín,1750000,2,,125,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-serramonte-bello-pa54bf0,6.259929,-75.6091945,6.259929,-75.6091945,Coordenada exacta del aviso,2.6,Floresta,B,1.03,Si,Si,77.4,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.259929,-75.6091945","[URL EXACTA] Medellín; 2 hab, None baños, 125 m² [Rentola] Carrera 94, Comuna 13 - San Javier, 050035 Medellín, ANT, Colombia"
128,2026-07-09,Rentola,casa-en-arriendo-nueva-villa-de-aburra-p5ef17c,Medellin,Medellín,2200000,3,,100,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-nueva-villa-de-aburra-p5ef17c,6.2349685,-75.6010009,6.2349685,-75.6010009,Coordenada exacta del aviso,2.87,Suramericana,B,2.47,Si,Si,63.4,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2349685,-75.6010009","[URL EXACTA] Medellín; 3 hab, None baños, 100 m² [Rentola] Carrera 80A, Comuna 16 - Belén, 050030 Medellín, ANT, Colombia"
129,2026-07-09,Rentola,apartment-for-rent-in-aranjuez-p097d9d,Medellin,Medellín,2300000,3,,100,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartment-for-rent-in-aranjuez-p097d9d,6.2794401,-75.5631068,6.2794401,-75.5631068,Coordenada exacta del aviso,3.63,Caribe,A,0.87,Si,Si,73.5,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2794401,-75.5631068","[URL EXACTA] Medellín; 3 hab, None baños, 100 m² [Rentola] Calle 86, Comuna 4 - Aranjuez, 050006 Medellín, ANT, Colombia"
130,2026-07-09,Rentola,apartaestudio-en-arriendo-limonar-pcae1dc,Medellin,Medellín,890000,1,,45,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-limonar-pcae1dc,6.2587431,-75.5843758,6.2587431,-75.5843758,Coordenada exacta del aviso,0.35,Estadio,B,0.64,Si,No,90.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.2587431,-75.5843758","[URL EXACTA] Medellín; 1 hab, None baños, 45 m² [Rentola] Boliche Acuario, Transversal 51A 51 67b-60, Comuna 11 - Laureles-Estadio, 050034 Medellín, ANT, Colombia"
131,2026-07-09,Rentola,apartamento-sector-belen-parque-pe0e5a5,Medellin,Medellín,2300000,2,,80,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-sector-belen-parque-pe0e5a5,6.2320897,-75.5988032,6.2320897,-75.5988032,Coordenada exacta del aviso,3.01,Suramericana,B,2.61,Si,Si,61.4,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2320897,-75.5988032","[URL EXACTA] Medellín; 2 hab, None baños, 80 m² [Rentola] Calle 30A, Comuna 16 - Belén, 050030 Medellín, ANT, Colombia"
132,2026-07-09,Rentola,estudio-en-arriendo-en-robledo-p14c633,Medellin,Medellín,900000,1,,10,Por validar,Por validar,Ver portal,https://rentola.com/listings/estudio-en-arriendo-en-robledo-p14c633,6.2753561,-75.5810042,6.2753561,-75.5810042,Coordenada exacta del aviso,2.22,Caribe,A,1.18,Si,No,80.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.2753561,-75.5810042","[URL EXACTA] Medellín; 1 hab, None baños, 10 m² [Rentola] Calle 77E, Comuna 7 - Robledo, 050040 Medellín, ANT, Colombia"
133,2026-07-09,Rentola,studio-apartment-in-medellin-calasanz-code-67402-pb4908b,Medellin,Medellín,1000000,1,,32,Por validar,Por validar,Ver portal,https://rentola.com/listings/studio-apartment-in-medellin-calasanz-code-67402-pb4908b,6.2621396,-75.5992094,6.2621396,-75.5992094,Coordenada exacta del aviso,1.61,Floresta,B,0.41,Si,No,88.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.2621396,-75.5992094","[URL EXACTA] Medellín; 1 hab, None baños, 32 m² [Rentola] Comuna 12 - La América, 050035 Medellín, ANT, Colombia"
134,2026-07-09,Rentola,arriendo-de-apartamento-en-medellin-robledo-p8a7c08,Medellin,Medellín,1500000,3,,57,Por validar,Por validar,Ver portal,https://rentola.com/listings/arriendo-de-apartamento-en-medellin-robledo-p8a7c08,6.25184,-75.56359,6.25184,-75.56359,Coordenada exacta del aviso,2.52,Estadio,B,2.26,Si,Si,68.7,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.25184,-75.56359","[URL EXACTA] Medellín; 3 hab, None baños, 57 m² [Rentola] Medellín, Antioquia, Colombia"
135,2026-07-09,Rentola,apartamento-en-arriendo-p6671ca,Medellin,Medellín,1400000,2,,49,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-p6671ca,6.2811306,-75.614184,6.2811306,-75.614184,Coordenada exacta del aviso,4.18,Floresta,B,2.96,Si,Si,58.5,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2811306,-75.614184","[URL EXACTA] Medellín; 2 hab, None baños, 49 m² [Rentola] La Aurora, Calle 64, Comuna 7 - Robledo, 050047 Medellín, ANT, Colombia"
136,2026-07-09,Rentola,apartaestudio-en-arriendo-la-america-medellin-pa8951a,Medellin,Medellín,2500000,2,,32,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-la-america-medellin-pa8951a,6.2507013,-75.6079043,6.2507013,-75.6079043,Coordenada exacta del aviso,2.49,Floresta,B,1.23,Si,Si,73.3,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2507013,-75.6079043","[URL EXACTA] Medellín; 2 hab, None baños, 32 m² [Rentola] Comuna 12 - La América, 050035 Medellín, ANT, Colombia"
137,2026-07-09,Rentola,apartment-for-rent-in-rionegro-p42845f,Medellin,Medellín,1450000,2,,52,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartment-for-rent-in-rionegro-p42845f,6.24964,-75.5906532,6.24964,-75.5906532,Coordenada exacta del aviso,0.87,Suramericana,B,0.47,Si,Si,88.2,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.24964,-75.5906532","[URL EXACTA] Medellín; 2 hab, None baños, 52 m² [Rentola] Calle 44 C, Comuna 11 - Laureles-Estadio, 050031 Medellín, ANT, Colombia"
138,2026-07-09,Rentola,apartamento-en-arriendo-en-medellin-en-toscana-391588-1-000-000-pbd7782,Medellin,Medellín,1000000,2,,40,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-en-medellin-en-toscana-391588-1-000-000-pbd7782,6.2538014,-75.5964846,6.2538014,-75.5964846,Coordenada exacta del aviso,1.18,Floresta,B,0.65,Si,Si,87.5,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.2538014,-75.5964846","[URL EXACTA] Medellín; 2 hab, None baños, 40 m² [Rentola] Toscana, Carrera 78, Comuna 12 - La América, 050031 Medellín, ANT, Colombia"
139,2026-07-09,Rentola,casa-en-cabanas-bello-p5ebe62,Medellin,Medellín,2300000,3,,106,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-cabanas-bello-p5ebe62,6.259929,-75.6091945,6.259929,-75.6091945,Coordenada exacta del aviso,2.6,Floresta,B,1.03,Si,Si,75.3,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.259929,-75.6091945","[URL EXACTA] Medellín; 3 hab, None baños, 106 m² [Rentola] Carrera 94, Comuna 13 - San Javier, 050035 Medellín, ANT, Colombia"
140,2026-07-09,Rentola,antioquia-medellin-san-javier-pf4f170,Medellin,Medellín,1800000,2,,45,Por validar,Por validar,Ver portal,https://rentola.com/listings/antioquia-medellin-san-javier-pf4f170,6.2579749,-75.611796,6.2579749,-75.611796,Coordenada exacta del aviso,2.86,Floresta,B,1.31,Si,Si,74.2,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2579749,-75.611796","[URL EXACTA] Medellín; 2 hab, None baños, 45 m² [Rentola] Calle 47F, Comuna 13 - San Javier, 050035 Medellín, ANT, Colombia"
141,2026-07-09,Rentola,apartamento-para-arriendo-codigo-7939-p5e644f,Medellin,Medellín,2100000,3,,65,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-para-arriendo-codigo-7939-p5e644f,6.2464,-75.60554,6.2464,-75.60554,Coordenada exacta del aviso,2.41,Floresta,B,1.48,Si,Si,73.0,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2464,-75.60554","[URL EXACTA] Medellín; 3 hab, None baños, 65 m² [Rentola] Simón Bolívar, Antioquia, Colombia"
142,2026-07-09,Rentola,apartamento-en-arriendo-en-medellin-en-robledo-390016-1-650-000-p200069,Medellin,Medellín,1650000,3,,53,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-en-medellin-en-robledo-390016-1-650-000-p200069,6.263502,-75.577441,6.263502,-75.577441,Coordenada exacta del aviso,1.26,Estadio,B,1.37,Si,Si,79.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.263502,-75.577441","[URL EXACTA] Medellín; 3 hab, None baños, 53 m² [Rentola] Graeco (Grupo de investigacion en Agroecología), Camino de los Guayabos, Comuna 7 - Robledo, 050010 Medellín, ANT, Colombia"
143,2026-07-09,Rentola,apartaestudio-en-arriendo-laureles-p2f3905,Medellin,Medellín,2550000,1,,35,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-laureles-p2f3905,6.2405043,-75.6030995,6.2405043,-75.6030995,Coordenada exacta del aviso,2.56,Floresta,B,2.03,Si,No,66.5,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2405043,-75.6030995","[URL EXACTA] Medellín; 1 hab, None baños, 35 m² [Rentola] Calle 33B, Comuna 11 - Laureles-Estadio, 050032 Medellín, ANT, Colombia"
144,2026-07-09,Rentola,apartamento-en-arriendo-cristobal-p95e230,Medellin,Medellín,1600000,1,,37,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartamento-en-arriendo-cristobal-p95e230,6.2465835,-75.6091263,6.2465835,-75.6091263,Coordenada exacta del aviso,2.76,Floresta,B,1.67,Si,No,72.3,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2465835,-75.6091263","[URL EXACTA] Medellín; 1 hab, None baños, 37 m² [Rentola] Carrera 86A, Comuna 12 - La América, 050032 Medellín, ANT, Colombia"
145,2026-07-09,Rentola,casa-en-arriendo-la-pradera-p8c4c9a,Medellin,Medellín,1900000,3,,120,Por validar,Por validar,Ver portal,https://rentola.com/listings/casa-en-arriendo-la-pradera-p8c4c9a,6.2631866,-75.608455,6.2631866,-75.608455,Coordenada exacta del aviso,2.61,Floresta,B,1.07,Si,Si,76.5,Media,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2631866,-75.608455","[URL EXACTA] Medellín; 3 hab, None baños, 120 m² [Rentola] Calle 49BB, Comuna 13 - San Javier, 050035 Medellín, ANT, Colombia"
146,2026-07-09,Rentola,apartment-for-rent-in-bello-p2f9b09,Medellin,Medellín,2000000,3,,62,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartment-for-rent-in-bello-p2f9b09,6.24964,-75.5906532,6.24964,-75.5906532,Coordenada exacta del aviso,0.87,Suramericana,B,0.47,Si,Si,86.1,Alta,Contactar primero,"https://www.google.com/maps/search/?api=1&query=6.24964,-75.5906532","[URL EXACTA] Medellín; 3 hab, None baños, 62 m² [Rentola] Calle 44 C, Comuna 11 - Laureles-Estadio, 050031 Medellín, ANT, Colombia"
147,2026-07-09,Rentola,apartaestudio-en-arriendo-santa-monica-pf6d0ec,Medellin,Medellín,1400000,1,,20,Por validar,Por validar,Ver portal,https://rentola.com/listings/apartaestudio-en-arriendo-santa-monica-pf6d0ec,6.2495438,-75.6154408,6.2495438,-75.6154408,Coordenada exacta del aviso,3.33,Floresta,B,1.98,Si,No,68.9,Baja,Validar distancia y requisitos,"https://www.google.com/maps/search/?api=1&query=6.2495438,-75.6154408","[URL EXACTA] Medellín; 1 hab, None baños, 20 m² [Rentola] Carrera 94, Comuna 13 - San Javier, 050033 Medellín, ANT, Colombia"
